x,y,condition
2035.2964193360094,5803340.428185051,1
-15545.189343838356,5779379.293305533,1
-31280.895202987434,5805014.118780367,1
11461.291015088776,5812876.965198778,1
1481.7841585051501,5762847.502595216,1
-11716.0089559896,5793672.06931173,1
-29126.735445042883,5798989.085559381,1
32704.83945633084,5770809.735188679,1
-30954.402359058382,5791729.405999838,1
-18269.472699859834,5758630.928161923,1
517.1511039639445,5787399.683447882,1
-3732.974941187771,5734085.606450423,1
20668.243304214295,5794500.313204933,1
-8401.144429693872,5814433.365489787,1
-11342.93360785926,5755713.519293994,1
38643.843593806,5768123.381735596,1
-14231.658019543378,5798876.438555981,1
35669.1644898206,5771408.701512342,1
8129.662226605331,5815194.459639494,1
-25920.28723851402,5789010.778359275,1
-4374.319825303508,5774691.289565881,1
40108.811414448865,5774662.744478669,1
34053.436873157974,5764557.59293992,1
-7999.611839037592,5716832.791396246,1
-25219.55098056968,5786788.060915897,1
22962.46375115795,5781060.023722108,1
13730.940469839115,5757273.978600061,1
-8174.368473836541,5789120.234396204,1
2573.9476669911382,5732301.885877811,1
-6222.173840232586,5767890.493753513,1
-16783.481739870622,5809036.741996936,1
11999.710263549568,5758414.734607823,1
-13764.892191658117,5747067.401843352,1
-10434.758854801039,5756308.064191941,1
9642.798465989355,5739944.875718109,1
14670.876916113382,5782160.480243467,1
14504.376314137655,5762514.718654101,1
39162.64491325902,5770187.503635193,1
23088.07587147865,5751837.141787072,1
-26318.69816104503,5805790.258834786,1
-12830.88769690317,5714522.136689921,1
12070.62716414097,5764562.35378952,1
9733.135436499171,5816303.838059016,1
-23876.364103775908,5812694.038946137,1
3807.010416110221,5762002.4914887985,1
-196.10774497313832,5766938.302219728,1
-4932.284623730011,5808261.356511616,1
5740.878133418795,5817353.060846924,1
24917.002670601476,5795189.095012014,1
8409.187147660603,5793381.533317427,1
-3565.737592075602,5778514.071985837,1
-23467.571051387844,5793047.587260978,1
6747.144514286643,5778240.594043162,1
10660.766540790442,5732576.092606521,1
7311.596069516498,5764327.312754489,1
-26651.48380993557,5792161.320517083,1
10884.704370523235,5817943.9887624,1
-27504.273376715748,5798980.247094085,1
22572.011780776054,5760100.078681285,1
5343.418765784314,5791166.645118535,1
36117.17918641053,5760853.425982393,1
11747.448411035715,5749112.566051918,1
-7167.7730428784125,5749901.900230365,1
1454.8625678196258,5787372.471967637,1
-5802.958400124902,5725081.761349857,1
14308.781976161175,5744783.102870524,1
-12927.542944283021,5805942.984197863,1
-23668.080357663974,5805088.799656627,1
8909.616044427094,5793929.418545017,1
21453.549999398063,5756765.889252157,1
15793.991206647333,5750251.920484407,1
-26684.29105837019,5798794.8870123895,1
-13400.314285999877,5818095.830073899,1
38896.678490393766,5765776.495499401,1
20185.340503731364,5775260.713760478,1
15455.490324941013,5753031.863104449,1
-17311.28800966195,5758692.591228646,1
12938.889258338517,5747165.0889866,1
-4221.948023887584,5791272.5719317105,1
35055.423598852125,5771699.340671352,1
18501.820487562305,5785119.523858171,1
5381.0641812544345,5790071.168329101,1
-12896.461851523913,5771377.3283303,1
-4400.243842975018,5726789.395218421,1
-1096.0278758794302,5795575.610738165,1
28678.302554784226,5751652.163995209,1
15961.79531509211,5764947.747917624,1
2400.5626591179025,5793386.572806772,1
-1582.9650138096767,5722827.541078635,1
12141.086705454349,5794151.926542593,1
34131.488436922285,5771594.30724577,1
-4006.6526038382435,5757363.273527183,1
2922.067466004737,5796463.613928091,1
-7066.555829427103,5808804.992192268,1
-27356.888382033678,5804518.190473791,1
14090.427755805475,5757497.252167137,1
-22956.440814904417,5790829.521610571,1
9104.15016552087,5793977.378084813,1
-6375.043531082629,5725029.654389358,1
4973.0124992533965,5744746.253451038,1
7839.998853419253,5806591.353344498,1
4342.171067828196,5756162.908122915,1
-8041.434221519885,5723513.116336712,1
-6995.41504325952,5767939.436075986,1
-25222.321799921934,5786382.3218022715,1
-28725.111864748047,5813520.460440953,1
-10635.112452395799,5789617.836072012,1
-2090.3437430613412,5760867.577153834,1
20862.622042605537,5747163.299238348,1
-12404.14343109024,5727373.21574084,1
28229.6616698117,5776246.928562325,1
10175.723712909341,5754240.964551283,1
2253.0268295009155,5754602.362208049,1
14982.023944646702,5780721.585488691,1
7262.392431245549,5727879.736355462,1
26453.081434610038,5793070.296022009,1
-24691.837627160785,5774128.15873637,1
-16692.249303434306,5749490.189686811,1
22606.501121116715,5771839.50237969,1
87.99998595551006,5721426.119410824,1
19015.748042607767,5749876.952755577,1
-21668.65678224989,5808680.627732042,1
666.5211378355743,5723341.951709407,1
-34059.08973790947,5793958.248425829,1
-13591.401687006408,5725022.815059544,1
-13636.49968337825,5747034.562289478,1
-14437.30290833913,5761600.566068554,1
-7814.803142580233,5806815.351776702,1
1846.6776510775526,5762780.468784353,1
13922.248209496116,5774690.994758046,1
-7018.17340664439,5747036.373039153,1
-9555.187862285296,5712792.621379179,1
-17008.343500419214,5786732.857237653,1
-18353.54975316499,5756580.177010849,1
-18797.18053492882,5800571.076589402,1
-1284.3169974964985,5774852.834940718,1
13607.464948745619,5796794.188906539,1
8533.485003112932,5785662.545747906,1
37737.21002665968,5763076.1351965405,1
-16439.53082637048,5797063.252067844,1
11395.015286869122,5751573.614873221,1
40818.632207215036,5774390.642851781,1
-24941.25797178116,5802282.5087895235,1
-1709.165651418807,5725260.638236492,1
-13338.429045057535,5745115.286098417,1
12769.185014455099,5814829.312266461,1
22737.187412510684,5752799.739634784,1
26049.82337255121,5754383.755596616,1
42051.127917490405,5772676.908251249,1
20636.174751077313,5768506.821803085,1
-24882.114033085774,5814409.433582599,1
-6714.670829374314,5748045.004886258,1
-4422.204995633147,5788833.823556196,1
-22782.31180425633,5803505.931671881,1
26066.902982703235,5772371.154733659,1
-3262.9265679041564,5728019.290356805,1
-29683.839365888212,5800158.509213119,1
-6312.87537909321,5758296.361334255,1
-6915.564751514015,5751396.785534262,1
-9842.227823523557,5724522.031407175,1
7917.008702428968,5758787.853677516,1
36248.140232898586,5779691.1239920985,1
-18297.190252649933,5745757.594419467,1
-28895.26302355995,5770739.673527885,1
-1004.239748617314,5785608.869605402,1
-35468.121375791234,5810332.450128506,1
-20998.966911281575,5812872.538602836,1
36066.32840654274,5766070.723702241,1
29894.000729464256,5786329.824057135,1
-31927.280950793473,5782129.0268485,1
-2995.726928893506,5786690.273631758,1
-11527.93895416519,5810505.57923193,1
8460.313736537719,5749718.068749073,1
-21089.950924104982,5777498.669212687,1
-27914.334736231438,5779591.703302172,1
-12587.143243023747,5788214.233455529,1
-5085.520260298872,5727380.158101158,1
4448.998881910826,5772400.372366309,1
-9905.867437125256,5730617.993758908,1
-26176.32671051976,5768285.105179332,1
4263.59137535363,5761736.8718146635,1
-13654.859540860663,5717606.5060893735,1
18380.198147503717,5767606.138693231,1
-22382.97224627866,5755862.624917386,1
1147.7695735801535,5782163.716768095,1
-2814.653321832797,5818494.964990539,1
-2104.421756599986,5720059.642770251,1
5522.073007993415,5786061.632471956,1
-17842.339981785743,5753467.252597947,1
-19208.914198445797,5738022.513426622,1
-773.4126842175319,5766687.24175068,1
-14087.998418434596,5780610.252486428,1
-16337.764478316167,5744527.777314548,1
-3297.8618755603675,5761848.920762498,1
-15798.020272824782,5800828.347254518,1
-34230.094678664886,5795655.955383298,1
28156.99058633196,5761422.595581516,1
-12791.817687314819,5723524.208495433,1
-15671.919298574474,5728037.054498507,1
34804.41659309738,5760927.6401770385,1
-27579.3223701213,5784638.108468944,1
-28884.03831863514,5783644.706430014,1
-1784.0886306177563,5745365.323099357,1
12152.640887594738,5797305.1691885125,1
15213.116115539859,5755181.2062974805,1
7073.105002102908,5744750.28893243,1
-1187.6550024716416,5762034.998523015,1
-20750.327086357065,5796333.923141188,1
30655.15820978838,5753102.886246118,1
12635.908128642695,5794465.895165729,1
-22662.081943043857,5761317.859726208,1
-12435.703266936558,5767357.906356451,1
-18991.16811595441,5755601.635926371,1
9868.051614616765,5788890.63323524,1
-35286.59028066564,5812491.868461782,1
-29474.442415166763,5796846.846293108,1
-9490.646470827036,5724349.400641741,1
-13899.613951957872,5737471.745255081,1
6407.717830841706,5734568.225350658,1
292.81738085256075,5760457.324123914,1
-11354.468725049155,5751170.554218277,1
-22512.22442353725,5794565.111031665,1
8806.485028822295,5754905.937310403,1
-34111.44485678697,5799434.580208203,1
-1579.216440090866,5776833.382419056,1
17452.973214354686,5777958.668611277,1
-21811.807792778374,5758865.500769263,1
2204.7845350673597,5783349.33520141,1
-7981.32391150968,5765256.698858855,1
33102.160055374145,5779989.796445958,1
4099.964416300863,5746145.566451483,1
-27744.680926130866,5770529.927590903,1
16803.603583738615,5767600.37034172,1
34936.17836264038,5771143.094804172,1
26309.221387341066,5795699.259625825,1
-11858.712955280804,5731198.942455398,1
9945.172104197904,5732921.998583308,1
5255.507185674476,5767426.267954087,1
23079.04553193212,5765471.485852815,1
-16610.101934223596,5773142.026975936,1
-5178.165459220458,5752321.142175575,1
19659.0925773145,5785129.692037146,1
11994.315992561838,5770473.956390008,1
-9866.00571846281,5806605.920891472,1
6090.434754289527,5754768.800806306,1
10166.570774253152,5794000.199255548,1
22085.731418141862,5803048.361229817,1
-8066.535898764967,5775212.109355805,1
-29395.087542865702,5773102.778029911,1
6648.874473647302,5781104.170689769,1
-10714.604081727768,5734461.42609258,1
-17107.269839791814,5758787.41476595,1
14448.896486619968,5768724.013222306,1
13910.315784143677,5808020.343523824,1
-15324.028959322924,5781926.941228104,1
-5164.689485823561,5723102.275971077,1
-16917.83430082393,5738163.522800278,1
18299.97330563274,5771149.232908954,1
-2542.8111285001505,5770505.35863393,1
25915.64414696276,5766234.461148969,1
-11022.404667101437,5807506.506666561,1
3744.0081640017306,5744390.120331095,1
385.5681321749871,5816253.655870694,1
1476.9172403763514,5779567.938789594,1
-30170.224784660575,5806527.41963245,1
-16727.576856405736,5791135.282547166,1
5928.061113828808,5806985.366516221,1
12731.978320253635,5753060.982389278,1
-16046.715248823544,5809890.929857827,1
-6700.013591446448,5785734.016448877,1
-22205.941668011656,5771100.49921112,1
-7125.67412741328,5732023.745033857,1
-8824.476784364902,5811980.072425762,1
423.77577464826754,5735962.086225583,1
3421.1078759804222,5727895.995331706,1
19632.26620509333,5762040.6198071465,1
28969.957487798354,5789254.230598137,1
8814.76185029486,5804160.676673109,1
16775.85851261817,5762380.126865922,1
-7906.145294947826,5796352.461244654,1
-28179.309196928632,5784516.776386191,1
-26359.31844560016,5794583.20285573,1
-1458.0523054572695,5811418.479818737,1
23983.87053011445,5768584.48838167,1
408.3878222308267,5731580.164757523,1
-27838.53871006833,5787107.494908006,1
3373.553178906892,5774209.799439377,1
7749.477843761095,5790933.600716823,1
-16137.660462358559,5811257.678208015,1
1306.7096075651061,5785429.857342188,1
-24450.25416976327,5768679.681255091,1
-2517.124334130218,5759058.013919626,1
24057.618285562377,5751925.963654918,1
6328.53768169049,5785001.574563992,1
29219.54431874238,5762491.083070884,1
-1532.6768096474261,5774987.542340728,1
-18086.698824974723,5743865.32021885,1
-6773.625351286493,5734509.794555162,1
1162.8806588673615,5797575.76732425,1
3849.82795978809,5779564.713804643,1
1228.7345603758295,5793326.626434113,1
-25121.668432605016,5778735.032263115,1
15466.667910481774,5763083.013278455,1
9493.881633890007,5803905.509658904,1
12230.786343793356,5795041.032551262,1
22173.86172969357,5776329.71143271,1
-16122.002477664399,5761084.525427245,1
-17720.9322407937,5814094.257175764,1
20552.065857729816,5802629.886702654,1
-6035.23244748851,5735392.4896186665,1
803.4301362403348,5730601.353831146,1
-18006.49736550414,5734260.371148743,1
-9676.425392678313,5743680.933850161,1
294.3705507091654,5731708.913640639,1
6210.896775880974,5784244.271883968,1
40420.30469107852,5771703.252681188,1
11351.072845579343,5807383.976011521,1
6020.392463037424,5749636.179003318,1
-31004.75549621717,5801051.186188553,1
-2956.2191671081673,5744871.6693961965,1
22976.7293823706,5753773.023278179,1
3830.0400644995825,5770402.1157280505,1
-3646.2245901824062,5778805.769664278,1
1771.3853498811513,5779713.04017167,1
10964.694915023254,5755675.272506958,1
19084.051422823017,5755519.603366806,1
-15617.629914795514,5810497.478305494,1
9565.505526918801,5797551.5519859,1
-35713.87005187351,5797639.249717595,1
32151.199877237552,5780915.620460519,1
4371.435231104464,5761114.936332489,1
-12116.598857208432,5799275.0160089405,1
38900.75062641993,5769564.065148598,1
4903.55981250506,5805873.417888918,1
-23355.39595499345,5818290.53468804,1
-23827.633429903435,5797467.471236636,1
-34590.67115209346,5817544.54225738,1
-34541.394908090224,5805137.909323103,1
24406.260267226462,5748078.5376490615,1
25721.99877645212,5781654.576639583,1
-27070.480158713282,5773518.370405322,1
-296.47381504421355,5794093.778008808,1
-4708.535063887524,5784946.523071286,1
-16144.203932051692,5774012.196009062,1
8701.194309757338,5729495.99071238,1
29817.261784186383,5762655.7502826,1
-774.9188730315364,5780257.499032268,1
25341.104627912136,5791250.775979478,1
4078.432822114177,5785439.43688258,1
2619.1833454318257,5748762.10337093,1
-997.3517577806779,5756352.910186235,1
27878.35094219318,5783523.678279226,1
-6337.213145381364,5799335.402017491,1
12454.87178372826,5786114.178859232,1
-382.29860806693614,5801441.75849064,1
22576.73459857123,5782733.955109555,1
26849.9207512023,5749831.509699056,1
-9286.78603267156,5776235.008051786,1
-16459.160338140544,5771496.252173307,1
41517.010139758786,5768079.591655255,1
35547.84891916532,5764294.483734573,1
3763.8189797240047,5752223.569092879,1
20085.452600736724,5762962.07963626,1
-12416.830192681853,5745861.351712212,1
22285.567763149797,5752623.993847441,1
-21518.146058001133,5765489.99857992,1
-16888.321587149796,5784350.810506527,1
-16720.954028107037,5803363.773797991,1
-19473.16964750587,5805609.956482667,1
-15976.971096820329,5802093.6048263665,1
-18248.305325743437,5779178.259231327,1
13817.431887638697,5813967.8171275975,1
8649.235053495955,5805835.015215448,1
14322.762937667838,5813177.325071915,1
15269.58741984515,5780590.819463448,1
14642.058011732865,5781826.6504658675,1
1115.2923133497388,5747337.284068645,1
-31620.955687470472,5808174.181896202,1
17677.762138890073,5809275.802819787,1
1695.6343126577121,5809183.075843946,1
18807.54404086701,5767096.723905499,1
-14223.0359693168,5798459.559764335,1
-11245.67333247971,5785173.58169203,1
15568.237661270454,5764753.694032795,1
-28236.117174940126,5801553.518403496,1
-483.21806868603744,5745229.96911247,1
16277.74518863723,5808449.3045351375,1
984.8911061888648,5808420.020102564,1
-3094.089918317739,5771179.2526961155,1
-420.8060439112014,5754344.175455085,1
28679.777863376075,5763383.107096674,1
-41125.5475176106,5817446.455144344,1
-3088.7276474841638,5724150.693795156,1
12372.746943467413,5782815.722216217,1
6538.701533751257,5742480.455000639,1
-13410.821281825847,5792095.470288974,1
12625.077606177001,5804341.947817375,1
-22457.902602521208,5763539.652374045,1
10882.029438018159,5805835.845731101,1
2992.705460008423,5792059.567563008,1
17157.023483658704,5763467.937628,1
-11678.168027703621,5727479.5376840625,1
16372.84696636934,5741226.3943384895,1
10754.663835817279,5748616.52365721,1
-4921.005589654742,5718320.280031899,1
21466.75816654641,5766502.897765387,1
18352.741742111335,5780847.074992485,1
18774.536680408986,5757681.276705261,1
-23156.587120687924,5788078.817648301,1
3603.068222738395,5750799.229300323,1
-32345.348554088123,5806469.188568939,1
-38637.46235488064,5805529.119911539,1
-12524.461496688571,5797654.895338355,1
12316.860896324506,5769069.019731622,1
-10773.423865446704,5781880.860921566,1
-7625.271105226362,5739396.615068955,1
-8177.965997075298,5715844.49715292,1
20600.658183606196,5790935.129364244,1
-5537.797489873701,5806430.058064967,1
2679.111753761288,5772229.977906082,1
-15094.471055786344,5815649.304610853,1
13830.957681257365,5781285.336914421,1
-12694.440721956358,5768007.560969225,1
-8566.79630952893,5782862.313453962,1
26518.41828057103,5777361.804508266,1
1755.9138366155676,5764722.30594276,1
-22177.29460801583,5764286.160725313,1
40030.10720620933,5766042.715759321,1
-15290.582319036024,5763578.545181018,1
-4976.698280858225,5812432.433778037,1
-3842.1777688168368,5808786.553146814,1
23194.019300889748,5783896.817707954,1
-25431.758610145233,5770492.0248379065,1
9048.572111751724,5816426.725598962,1
-12872.695518670385,5758460.764201843,1
-24286.19113079809,5809315.921148665,1
7173.49591200742,5772034.51016875,1
-29416.852339667486,5802714.363229929,1
1726.6040682542662,5787018.418369917,1
2420.4463463214925,5777936.808989731,1
-26574.168473291968,5804445.208794055,1
-5866.380054059235,5721759.194437623,1
-7539.398799243732,5716687.400208737,1
-4412.045517972947,5742349.435821236,1
-11121.141180052582,5763124.888220998,1
-17482.059405164197,5754512.26766193,1
-26696.475710086714,5807596.17385716,1
-16877.213433668192,5790306.054219426,1
17090.336054924817,5786894.808810754,1
5643.453306657728,5780519.081884095,1
-20408.85069698174,5818418.551432762,1
15113.977826088536,5807548.484701365,1
40169.0536330794,5765058.991794244,1
-17396.666080789495,5813127.923297391,1
-29459.76554758438,5790254.409847481,1
-4013.2200378686975,5734698.070041704,1
1901.9549968213105,5747058.520372366,1
8122.741531195119,5761504.558633977,1
11888.583530287578,5759785.798922157,1
20806.047282226355,5785747.71951171,1
25839.86327565409,5781596.661548217,1
-9395.802608071099,5790399.203132385,1
-11473.03119676307,5812176.44922503,1
-23723.807983443898,5791463.188429412,1
-3518.399710000813,5806184.70430521,1
4969.2499261875055,5728269.445279164,1
3150.2509180628695,5724839.618948025,1
-21700.491674454825,5788146.421294786,1
40133.0108406911,5769903.014054115,1
8942.591731411914,5768379.206281167,1
-28499.224958391365,5808306.173024841,1
-20325.677481932653,5762717.601321636,1
-35535.29545984998,5793181.496046012,1
-6782.563126450812,5782554.4128613025,1
-19686.376962290407,5805047.129928959,1
11425.321791869981,5740713.014590511,1
20635.930551867903,5761726.501750617,1
-7355.355559597607,5775428.320720301,1
-7145.450934617591,5772816.685127871,1
22662.32357186597,5793489.886469295,1
7596.300597172114,5732251.278985792,1
15255.252296413135,5737534.629512616,1
19872.09785210967,5773283.479399518,1
-5421.4764865834,5750797.102386189,1
-12612.615113649415,5764393.034913268,1
-2088.762553777444,5793979.24538515,1
26632.684064567933,5795255.846293036,1
-5682.008558811678,5752312.742680744,1
24435.318015804514,5798002.828049566,1
-10744.494482139664,5725441.208553225,1
21249.61491812722,5741955.814872228,1
-6197.025156529169,5764497.372277037,1
3780.845019316519,5744929.117904823,1
-30953.13571865324,5800402.213653877,1
-37524.41608520216,5809574.4584076535,1
-4399.656105044298,5813955.658924373,1
-5315.1470815864595,5766214.467916341,1
-5453.07698422861,5783279.201220933,1
2348.21593927902,5813547.734016247,1
7936.653614444687,5734012.370280596,1
-26325.602374826805,5799455.281809446,1
13200.379469761174,5751289.356601719,1
-29051.32367571465,5774371.016067875,1
21530.86296518633,5749152.574691082,1
23360.3261534326,5801077.283220308,1
22584.27448443597,5743869.999302269,1
-4413.16560467887,5731954.682779454,1
37294.43026939186,5762722.968507263,1
20612.856386453204,5779396.202336045,1
13615.67382003364,5766031.245846732,1
-16183.12176660799,5728899.517229325,1
13058.030153431071,5779871.897222774,1
-461.4022786910209,5753003.715935883,1
10806.842750018594,5744750.739583476,1
8581.748084060586,5742969.993778163,1
-2392.270864113525,5791927.606865048,1
-10724.08305859087,5803454.828354606,1
10862.333590499795,5755761.641118121,1
-32263.33248827605,5813084.237958511,1
-11693.628749184412,5740045.79930618,1
-33475.567113079494,5810697.285558404,1
11771.996385416394,5799346.3583870735,1
5540.4807405244355,5810053.994084292,1
28178.662921870622,5780184.741198621,1
-9378.368535544549,5768092.033414359,1
10084.485242685492,5782929.851449011,1
-33991.762917954955,5798481.840395079,1
29361.102998122806,5766079.011959712,1
-29435.91142774273,5792291.496676393,1
-25778.223765323826,5759278.243769883,1
19518.45462627217,5782659.258075418,1
-7577.453827353558,5741431.242400779,1
25310.6387160515,5779150.146013341,1
-21828.047292982883,5787852.21436394,1
-2430.961022201329,5790209.645329148,1
4575.126294855159,5754719.547364074,1
15058.997657552944,5786775.572435842,1
10609.977982624638,5757723.979433717,1
28.03153598458448,5747712.3016843265,1
25115.23386692253,5781750.705032061,1
7527.73785922541,5755391.848971958,1
-14170.807159721735,5785554.120400691,1
17506.88382581281,5808864.595316204,1
-34784.54226262469,5808828.958049742,1
6481.290257385423,5797627.106702322,1
-20631.38615973563,5752933.72660168,1
-14611.536947355708,5793105.612420783,1
-929.1764776980708,5813819.910970695,1
-32516.529979984552,5807558.681205127,1
9686.663268514269,5786943.885814067,1
270.72123442261363,5784370.650062105,1
-19409.914256455144,5794242.643970047,1
16224.063123814703,5792565.210489232,1
-24894.846902785604,5798007.1672320515,1
30191.67671695951,5753980.080762222,1
26377.290906062088,5773838.597549264,1
-6282.289367016507,5775345.910975138,1
-11893.428874161487,5711848.467620388,1
-23970.732115807186,5783756.107725216,1
-25372.19430809791,5789253.015409304,1
-3732.663000120243,5733234.777580585,1
28845.581678227463,5782570.945536451,1
-3087.5390744788456,5791634.963154283,1
-25152.525632368866,5799783.746771665,1
24352.58298976053,5763640.93828505,1
21168.093337053666,5800739.406793047,1
1617.8483283388632,5770933.321109368,1
-17489.567810866283,5805572.450366785,1
20538.73754927347,5799877.166956993,1
12656.899037052135,5745337.065083349,1
20307.253753319354,5766581.973495517,1
-33019.23864323454,5808905.227232912,1
-39537.49862323451,5817419.956081868,1
-14981.972848282632,5791931.180690593,1
8682.069923707604,5781044.157182239,1
-27976.797516670456,5775582.10366392,1
10844.844545186861,5755061.47851786,1
-18116.34503040969,5773731.442619061,1
-13859.3526447521,5774251.687438699,1
6545.456364012192,5730308.707300281,1
-29945.049173757667,5774299.093704157,1
39812.06582006451,5769966.7828518255,1
-6683.943607123452,5754475.594210588,1
21116.4990593587,5777765.253638306,1
-16113.95110627322,5776617.644771236,1
2793.852164584794,5776253.60234522,1
-22409.74912213083,5780994.186167675,1
24882.168608133565,5796917.601596882,1
-15021.248324099259,5808516.305176822,1
528.9480302466545,5733648.513489953,1
-4783.598716274559,5783753.729414938,1
-5607.6457880531525,5805088.994110858,1
7250.281995016878,5783048.755279251,1
23593.718903819507,5754772.931030208,1
1880.3676707684353,5732780.9533357285,1
13914.548027671131,5743324.741331121,1
-35477.98066259982,5813597.025629138,1
16055.995359809458,5792331.768358941,1
-30572.715872391127,5791445.673114356,1
2782.0104651144356,5783467.689108446,1
22943.28862324165,5800258.944591679,1
-32777.5171830928,5810200.630201082,1
11559.942288163147,5802588.669727975,1
-10381.038904053901,5712718.893652205,1
10847.410672618367,5738338.259574329,1
-33997.273599422464,5813850.724033904,1
-38008.21131690462,5808976.1302265925,1
22156.397591738467,5758960.238417672,1
45050.20452086581,5765497.173459751,1
-19878.29767179418,5799506.220527217,1
34308.81440081654,5763293.923309879,1
23682.571732351702,5787354.350626036,1
-21457.275972449424,5760533.228678781,1
-28265.004140563964,5791303.267191069,1
-18527.862991696675,5775963.507344173,1
796.9344495253172,5794740.342814396,1
-38342.8664250469,5818392.035703127,1
38962.24779315738,5772278.624065452,1
-28750.60034077188,5787471.70337821,1
-9548.337902384199,5768926.653357205,1
-28444.094117489964,5815863.212807986,1
-13054.484909248655,5763332.79844383,1
-7534.8730753258715,5716967.0096110655,1
24107.586579945113,5769558.957858298,1
-17765.96142959455,5773732.3146394845,1
-29748.159941179183,5789458.084426692,1
-30315.066380446136,5791501.219597916,1
-10739.829563748019,5794602.206181978,1
39032.20464719995,5776672.498974141,1
9757.041712126986,5765889.351166348,1
-21942.833616477757,5786469.451676393,1
5923.061377024424,5784183.471792893,1
9418.943389537715,5730534.2287761,1
5742.123311161689,5761630.949597436,1
11227.164985749609,5809368.32735272,1
-6200.005785841568,5780058.933874064,1
30946.202106583078,5784940.455568813,1
-3646.4955870616977,5770962.118395994,1
-4704.225899627199,5785211.207684949,1
-26986.805217490255,5816715.731895415,1
-16274.144441457305,5783889.561004515,1
-32004.660256170915,5804632.896292104,1
-12028.991813195724,5735061.174792996,1
-8855.747322596872,5726920.000584214,1
12745.306967484474,5766738.079733591,1
-16702.623583773966,5786378.546195595,1
-36617.03449591741,5812989.138767782,1
16555.4379890188,5802887.758018933,1
29789.018070334714,5758461.055991821,1
33661.97217089991,5783709.089138439,1
1357.5887568798498,5794792.017045305,1
-6777.100916319439,5756222.644832704,1
10764.594945593737,5817246.879507208,1
21495.321984468348,5803909.167721053,1
-9243.410772164629,5742767.697673125,1
18228.19162191701,5749098.570495175,1
14096.265934595576,5766227.798361425,1
-22951.637574654436,5804112.177050794,1
-9718.720218689545,5712176.069905437,1
31831.60003748795,5759725.465784014,1
3226.781130336123,5805692.621429902,1
11885.273516860223,5760578.47322246,1
-3237.193820284723,5722544.413484519,1
9219.512540992539,5817825.511131048,1
1690.7353136565653,5793554.856309108,1
-9487.083743084979,5782092.468514304,1
21294.64512077745,5787199.552923444,1
11792.938362741974,5790839.925715578,1
22012.367271445488,5777091.226023896,1
8108.069693505633,5759027.100865603,1
-30117.8958165003,5818362.125358917,1
-4752.1030024667125,5734929.202999667,1
9408.593057607432,5786528.223506241,1
-5908.575513228876,5716543.1162679605,1
10514.029043340415,5744899.336309327,1
2314.257203590052,5815906.097171315,1
19261.370437723876,5800482.134135174,1
-4261.058486328344,5769449.457971715,1
-9912.094288045075,5748325.233722963,1
6592.358874647936,5812610.4687382,1
21433.095351581287,5773125.3670165185,1
24217.29784862991,5792323.797179529,1
-6998.7081206792645,5763795.526790311,1
19491.157521096,5766033.595575386,1
-12863.1447775407,5714969.918491404,1
-2520.403422790172,5792603.41064536,1
-15034.642230048688,5767235.140148285,1
28152.60329990773,5783174.75668594,1
8049.667257917419,5782651.893656593,1
-37825.42792512385,5816204.944141716,1
14342.075376393797,5777226.014820135,1
3197.05838941221,5750290.229451824,1
-22770.377155455775,5753659.7847556025,1
-25523.58641384798,5789253.349352073,1
-96.02256571569887,5783538.679793579,1
-778.3502553645376,5786911.959491051,1
2476.693538228923,5779772.454192545,1
8607.893592867025,5790707.052257086,1
-28831.683637523034,5794329.920088265,1
30522.296730623697,5753795.399508903,1
9765.238265395674,5789573.275589024,1
-19422.365646274644,5789046.923748087,1
-31774.104353269242,5780537.892512853,1
-34180.884250555435,5803852.146617113,1
5513.069262577381,5783813.01630044,1
6310.471096129419,5773511.826755637,1
7329.427330641003,5778415.427543821,1
34371.06490116325,5779237.80379866,1
-6236.104031412891,5725396.071904104,1
35038.322811607504,5774342.2272156915,1
8937.839774641208,5761945.231315687,1
-36860.2952318708,5801484.486151339,1
4094.339377107084,5746363.760235649,1
-14387.570464035598,5734720.523996793,1
20579.03225662402,5743156.533191751,1
-15006.487837033623,5810954.921957202,1
-30745.06753017979,5785176.0827884,1
-18633.16016293419,5805738.3611462135,1
10551.013618856698,5739268.34056163,1
-4321.108052236188,5785140.3168312665,1
-10559.984123908434,5760696.221193944,1
-15805.574954629192,5784872.874885612,1
37299.71970160518,5760142.174607,1
-21538.592482959386,5768710.108628493,1
-26539.570698722746,5796671.865209546,1
11435.069980169079,5736081.962996665,1
-6827.546664587368,5765149.688688761,1
-19154.056889678715,5797409.476898216,1
-1514.3173190438538,5763648.1638475675,1
12430.41262450254,5764680.132667399,1
-7787.516109653821,5732319.031321002,1
10846.828126718523,5791111.719653498,1
-11116.88389878266,5764525.46210851,1
5429.452914623704,5787126.592704506,1
-29859.572489989412,5790148.584071093,1
-28734.79910477597,5778969.896445553,1
-10025.866957852748,5800432.641211428,1
-26168.093572137295,5764884.134301674,1
26999.940155328484,5754956.346992647,1
-18759.366037862725,5811894.655816042,1
-12065.501731778044,5771772.917551128,1
22025.131744235958,5744834.587604308,1
-12825.069075246924,5742539.703192062,1
-19719.466543962422,5750068.1249653315,1
5132.33533094122,5768960.989241237,1
-25105.23107487643,5762419.771616033,1
-8822.178279149433,5813826.205796608,1
32072.005857308017,5774191.425530953,1
-17591.980956121042,5785740.610158508,1
-1220.108077135912,5811796.976446152,1
